item_id	quantity	x	y	plane	source	note
528	1	1372	3717	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1372	3724	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
687	1	1373	3726	0	tyluur_gist_4cb93ba0_2f232f49	raw=Broken_arrow;method=exact
2026	1	1374	3502	0	tyluur_gist_4cb93ba0_2f232f49	raw=Cocktail_glass;method=exact
687	1	1375	3718	0	tyluur_gist_4cb93ba0_2f232f49	raw=Broken_arrow;method=exact
5504	1	1376	3503	0	tyluur_gist_4cb93ba0_2f232f49	raw=Strawberry;method=exact
697	1	1376	3714	0	tyluur_gist_4cb93ba0_2f232f49	raw=Damaged_Armour;method=exact
317	1	1376	3749	0	tyluur_gist_4cb93ba0_2f232f49	raw=Raw_shrimps;method=scored_ambiguity
1965	1	1376	3750	0	tyluur_gist_4cb93ba0_2f232f49	raw=Cabbage;method=scored_ambiguity
697	1	1377	3723	0	tyluur_gist_4cb93ba0_2f232f49	raw=Damaged_Armour;method=exact
528	1	1380	3713	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1380	3722	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1383	3719	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
2142	1	1384	3764	0	tyluur_gist_4cb93ba0_2f232f49	raw=Cooked_meat;method=scored_ambiguity
687	1	1385	3725	0	tyluur_gist_4cb93ba0_2f232f49	raw=Broken_arrow;method=exact
687	1	1387	3713	0	tyluur_gist_4cb93ba0_2f232f49	raw=Broken_arrow;method=exact
697	1	1392	3717	0	tyluur_gist_4cb93ba0_2f232f49	raw=Damaged_Armour;method=exact
528	1	1394	3715	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1395	3709	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
687	1	1396	3718	0	tyluur_gist_4cb93ba0_2f232f49	raw=Broken_arrow;method=exact
528	1	1396	3724	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
687	1	1397	3708	0	tyluur_gist_4cb93ba0_2f232f49	raw=Broken_arrow;method=exact
528	1	1400	3703	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
687	1	1402	3699	0	tyluur_gist_4cb93ba0_2f232f49	raw=Broken_arrow;method=exact
528	1	1403	3694	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1403	3706	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1403	3717	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1406	3715	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
526	1	1417	3589	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1419	3593	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
554	1	1419	10062	0	tyluur_gist_4cb93ba0_2f232f49	raw=Fire_rune;method=scored_ambiguity
526	1	1420	3589	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
528	1	1420	10068	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1421	10087	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
554	1	1421	10096	0	tyluur_gist_4cb93ba0_2f232f49	raw=Fire_rune;method=scored_ambiguity
526	1	1426	3568	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1426	3575	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1427	3569	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1427	3574	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
528	1	1427	3593	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
526	1	1429	3568	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1430	3569	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1432	3576	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
528	1	1433	10062	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
526	1	1434	3575	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1435	3567	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1436	3566	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1436	3576	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
528	1	1436	10098	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
526	1	1439	3578	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
4820	1	1439	3588	0	tyluur_gist_4cb93ba0_2f232f49	raw=Iron_nails;method=exact
526	1	1439	3615	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1440	3573	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1440	3577	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
24682	1	1440	3586	0	tyluur_gist_4cb93ba0_2f232f49	raw=Old_note;method=scored_ambiguity
526	1	1440	3604	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1441	3572	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
532	1	1441	3616	0	tyluur_gist_4cb93ba0_2f232f49	raw=Big_bones;method=exact
526	1	1442	3583	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1442	3601	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1442	3617	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
528	1	1443	10094	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
526	1	1444	3605	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
532	1	1446	3604	0	tyluur_gist_4cb93ba0_2f232f49	raw=Big_bones;method=exact
526	1	1447	3608	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
532	1	1448	3602	0	tyluur_gist_4cb93ba0_2f232f49	raw=Big_bones;method=exact
526	1	1449	3606	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1449	3621	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
554	1	1450	10099	0	tyluur_gist_4cb93ba0_2f232f49	raw=Fire_rune;method=scored_ambiguity
528	1	1451	10061	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
554	1	1454	10063	0	tyluur_gist_4cb93ba0_2f232f49	raw=Fire_rune;method=scored_ambiguity
528	1	1456	10094	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1459	10073	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
1323	1	1466	3513	0	tyluur_gist_4cb93ba0_2f232f49	raw=Iron_scimitar;method=exact
964	1	1469	3570	0	tyluur_gist_4cb93ba0_2f232f49	raw=Skull;method=scored_ambiguity
526	1	1478	3533	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
528	1	1480	3714	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
526	1	1481	3530	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
964	1	1481	3533	0	tyluur_gist_4cb93ba0_2f232f49	raw=Skull;method=scored_ambiguity
528	1	1481	3718	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
526	1	1482	3536	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
526	1	1483	3532	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
528	1	1484	3702	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1484	3708	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1484	3721	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1485	3717	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1489	3720	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1490	3717	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1491	3707	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1491	3719	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1492	3714	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1493	3695	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1493	3710	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1495	3719	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
526	1	1497	3425	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bones;method=scored_ambiguity
528	1	1497	3702	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
10010	1	1500	3423	0	tyluur_gist_4cb93ba0_2f232f49	raw=Butterfly_Net;method=exact
33	1	1500	3431	0	tyluur_gist_4cb93ba0_2f232f49	raw=Lit_candle;method=exact
36	1	1500	3431	0	tyluur_gist_4cb93ba0_2f232f49	raw=Candle;method=exact
952	1	1500	3655	0	tyluur_gist_4cb93ba0_2f232f49	raw=Spade;method=exact
528	1	1500	3717	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1504	3714	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
10008	1	1505	3436	0	tyluur_gist_4cb93ba0_2f232f49	raw=Box_trap;method=exact
1017	1	1505	3591	0	tyluur_gist_4cb93ba0_2f232f49	raw=Wizard_hat;method=exact
528	1	1505	3718	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1506	3708	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
10006	1	1509	3416	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bird_snare;method=exact
528	1	1510	3713	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
528	1	1510	3716	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
1734	1	1511	3591	0	tyluur_gist_4cb93ba0_2f232f49	raw=Thread;method=exact
837	1	1512	3423	0	tyluur_gist_4cb93ba0_2f232f49	raw=Crossbow;method=exact
1769	1	1512	3589	0	tyluur_gist_4cb93ba0_2f232f49	raw=Orange_dye;method=exact
528	1	1513	3714	0	tyluur_gist_4cb93ba0_2f232f49	raw=Burnt_bones;method=exact
952	1	1514	3613	0	tyluur_gist_4cb93ba0_2f232f49	raw=Spade;method=exact
1931	1	1517	3587	0	tyluur_gist_4cb93ba0_2f232f49	raw=Pot;method=exact
1925	1	1521	3587	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bucket;method=scored_ambiguity
590	1	1521	3591	0	tyluur_gist_4cb93ba0_2f232f49	raw=Tinderbox;method=scored_ambiguity
8794	1	1522	3638	0	tyluur_gist_4cb93ba0_2f232f49	raw=Saw;method=exact
1733	1	1529	3645	0	tyluur_gist_4cb93ba0_2f232f49	raw=Needle;method=exact
1741	1	1529	3646	0	tyluur_gist_4cb93ba0_2f232f49	raw=Leather;method=exact
1061	1	1531	3578	0	tyluur_gist_4cb93ba0_2f232f49	raw=Leather_boots;method=scored_ambiguity
1059	1	1532	3578	0	tyluur_gist_4cb93ba0_2f232f49	raw=Leather_gloves;method=exact
882	1	1536	3680	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
882	1	1536	3682	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
882	1	1536	3686	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
882	1	1536	3698	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
1203	1	1537	3582	0	tyluur_gist_4cb93ba0_2f232f49	raw=Iron_dagger;method=exact
882	1	1537	3692	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
1137	1	1538	3545	0	tyluur_gist_4cb93ba0_2f232f49	raw=Iron_med_helm;method=exact
1511	1	1538	3676	0	tyluur_gist_4cb93ba0_2f232f49	raw=Logs;method=scored_ambiguity
1511	1	1538	3677	0	tyluur_gist_4cb93ba0_2f232f49	raw=Logs;method=scored_ambiguity
882	1	1539	3685	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
1511	1	1540	3673	0	tyluur_gist_4cb93ba0_2f232f49	raw=Logs;method=scored_ambiguity
882	1	1540	3695	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
1511	1	1541	3678	0	tyluur_gist_4cb93ba0_2f232f49	raw=Logs;method=scored_ambiguity
882	1	1541	3689	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
882	1	1541	3700	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bronze_arrow;method=scored_ambiguity
970	1	1569	3547	0	tyluur_gist_4cb93ba0_2f232f49	raw=Papyrus;method=scored_ambiguity
1279	1	1569	3547	0	tyluur_gist_4cb93ba0_2f232f49	raw=Iron_sword;method=exact
1917	1	1590	3589	0	tyluur_gist_4cb93ba0_2f232f49	raw=Beer;method=scored_ambiguity
6962	1	1620	3501	0	tyluur_gist_4cb93ba0_2f232f49	raw=Triangle_sandwich;method=exact
1978	1	1621	3501	0	tyluur_gist_4cb93ba0_2f232f49	raw=Cup_of_Tea;method=scored_ambiguity
1921	1	1639	3572	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bowl_of_water;method=exact
1980	1	1643	3625	0	tyluur_gist_4cb93ba0_2f232f49	raw=Empty_cup;method=scored_ambiguity
1919	1	1643	3628	0	tyluur_gist_4cb93ba0_2f232f49	raw=Beer_glass;method=scored_ambiguity
1735	1	1653	3571	0	tyluur_gist_4cb93ba0_2f232f49	raw=Shears;method=scored_ambiguity
952	1	1657	3569	0	tyluur_gist_4cb93ba0_2f232f49	raw=Spade;method=exact
401	1	1686	3459	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1687	3459	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1688	3459	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1689	3459	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1690	3458	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
20798	1	1691	3939	0	tyluur_gist_4cb93ba0_2f232f49	raw=Smelly_journal;method=exact
1925	1	1705	3530	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bucket;method=scored_ambiguity
401	1	1731	3461	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1739	3467	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
590	1	1742	3604	0	tyluur_gist_4cb93ba0_2f232f49	raw=Tinderbox;method=scored_ambiguity
1599	1	1746	3489	0	tyluur_gist_4cb93ba0_2f232f49	raw=Holy_mould;method=exact
401	1	1749	3463	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
305	1	1755	3803	0	tyluur_gist_4cb93ba0_2f232f49	raw=Big_fishing_net;method=exact
1931	1	1766	3589	0	tyluur_gist_4cb93ba0_2f232f49	raw=Pot;method=exact
229	1	1767	3589	0	tyluur_gist_4cb93ba0_2f232f49	raw=Vial;method=scored_ambiguity
1923	1	1768	3589	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bowl;method=exact
401	1	1773	3459	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
1947	1	1773	3602	0	tyluur_gist_4cb93ba0_2f232f49	raw=Grain;method=scored_ambiguity
1947	1	1773	3605	0	tyluur_gist_4cb93ba0_2f232f49	raw=Grain;method=scored_ambiguity
1947	1	1774	3601	0	tyluur_gist_4cb93ba0_2f232f49	raw=Grain;method=scored_ambiguity
1947	1	1775	3604	0	tyluur_gist_4cb93ba0_2f232f49	raw=Grain;method=scored_ambiguity
1735	1	1776	3654	0	tyluur_gist_4cb93ba0_2f232f49	raw=Shears;method=scored_ambiguity
2347	1	1778	3507	0	tyluur_gist_4cb93ba0_2f232f49	raw=Hammer;method=exact
401	1	1779	3459	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1784	3457	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1788	3695	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1789	3460	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1789	3687	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1789	3692	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1790	3703	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1791	3678	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
1937	1	1794	3611	0	tyluur_gist_4cb93ba0_2f232f49	raw=Jug_of_water;method=exact
33	1	1794	3613	0	tyluur_gist_4cb93ba0_2f232f49	raw=Lit_candle;method=exact
36	1	1794	3613	0	tyluur_gist_4cb93ba0_2f232f49	raw=Candle;method=exact
401	1	1798	3460	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1800	3449	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1800	3457	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1801	3453	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
1783	1	1804	3628	0	tyluur_gist_4cb93ba0_2f232f49	raw=Bucket_of_sand;method=exact
401	1	1810	3438	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1812	3439	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1814	3438	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1816	3446	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1818	3602	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1820	3448	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1821	3589	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1823	3448	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1826	3593	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1829	3600	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
223	1	1830	9956	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
223	1	1830	9961	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
223	1	1830	9965	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
401	1	1831	3621	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
223	1	1831	9951	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
223	1	1832	9946	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
401	1	1833	3633	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
231	1	1835	3638	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
231	1	1835	3640	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
231	1	1836	3638	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
231	1	1836	3643	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
231	1	1837	3642	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
223	1	1837	9958	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
223	1	1837	9960	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
231	1	1838	3644	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
401	1	1840	3614	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
231	1	1840	3644	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
231	1	1840	3645	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
223	1	1840	9955	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
223	1	1840	9960	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
401	1	1841	3599	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1841	3620	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1842	3452	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
231	1	1842	3644	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
401	1	1843	3454	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
231	1	1843	3643	0	tyluur_gist_4cb93ba0_2f232f49	raw=Snape_grass;method=exact
401	1	1844	3587	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1845	3521	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1845	3534	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
223	1	1845	9965	0	tyluur_gist_4cb93ba0_2f232f49	raw=Red_spiders'_eggs;method=exact
401	1	1846	3456	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1846	3466	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1848	3469	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
401	1	1850	3462	0	tyluur_gist_4cb93ba0_2f232f49	raw=Seaweed;method=exact
